film,review,sentiment,sentiment_category
Barbie,não hã nada melhor que um filmes sobre mulheres dirigido por uma mulher minha crianãa interior se maravilhou com barbie sentindo coraãão aquecer com mistura perfeita de comãdia fantasia e crãtica social temas como beleza autoestima e papel da mulheres na sociedade estão alta e não poderia ou deveria ser diferente,0.03333333333333333,neutral
Barbie,totally wonât recommend movie different ending way expected traveled real world get heel back absolutely nothing instead different ending donât remember recommended ð,0.042857142857142864,neutral
Barbie,boring seem plot tie everything together end,-1.0,negative
Barbie,delightful surprise blend nostalgia modern storytelling best way possible love message conveys,0.54,positive
Barbie,hollow overture gender role attempting lot smarter feel forced heavyhanded gerwig otherwise incredible filmmaker definitely muzzled brand studio one,0.125,neutral
Barbie,ambitious attempt roll barbieâs paradoxical trait silly yet serious social comedary yes made word good creator go credit mattel signing selfdeprecating humour like barbieâs arch fell little flat meâthe laugh little messaging kind messy bad movie meansâi help thinking even better one trying break free,0.04642857142857144,neutral
Barbie,iâm girl honor,0.0,neutral
Barbie,meaning movie woman love one would fight right horrible making look powerless weak disgrace society disgrace existence,-0.2178571428571429,negative
Barbie,wasnât bad funny like message give really pain attention,-0.08333333333333327,neutral
Barbie,hilarious everything movie perfect would watch,0.75,positive
Barbie,huge amount going witty nice look depth overall pleasant viewing leaf entertained however think message movie little toxic defeatist,0.34097222222222223,positive
Barbie,isnât like itâs barbie love movie,0.5,positive
Barbie,loved super nostalgic 3,0.17777777777777773,neutral
Barbie,dumbest movie ever watched,0.0,neutral
Barbie,watched visiting great grandparent gone store left charge sister decided come downstairs still mixed feeling,0.26666666666666666,positive
Barbie,universo de barbie nunca esteve tão alta nesta comãdia deliciosa o conflitos da protagonista mais famosa mundo são abordados de forma divertida e bem humorada sempre com um pitada de crãtica social o visuais e beleza da fotografia são de encher o olhos e o figurinos da boneca são um show de moda ã parte deslumbrante chique leve,0.03333333333333333,neutral
Barbie,unfunny muddled,0.0,neutral
Barbie,pc almost rebooted gaping teen probably found great,0.4,positive
Barbie,honestly loved actor movie tried watching 5 tine keep falling asleep get kind weird,0.2666666666666666,positive
Barbie,movie purpose humiliate mock maculine genre understand movie humiliates genre get high rating,0.16,neutral
Barbie,âiâm barbie girlâin barbie worldâ,0.0,neutral
Barbie,girl really understand movie emotion hardshisp simply woman world,0.1,neutral
Barbie,think might legitimate message lesson learned end think lesson learned even oscar winning movie fall flat movie stale message two decade late popular song movie ironically one sang man,0.05499999999999999,neutral
Barbie,barbenheimer hype wisely chose oppenheimer waited barbie stream barbie like watching school musical play cringeometer went 11,0.35,positive
Barbie,little nose time matter barbie strong message tell well hopefully inspiring girl everywhere aside joke funny costume set design point obviously ryan gosling stand ken,0.19916666666666666,neutral
Barbie,beginning amazing although went real world got quite boring lost flow took 24 year old daughter thought ken amazing though iâm amazed many people think itâs perfection smh,0.16666666666666666,neutral
Barbie,movie good watch friend laugh many time movie good meaning life also joke really funnny like ken get many horse picture casa dojo house also really love horse really worth watch absolute cinema,0.43333333333333335,positive
Barbie,movie everything hoped would laugh loud funny plastic make believe strong message want live barbieland billie eilish sings made point whole film really hone barbie taught young girl generation please round applause casting apart ginger girl particularly attractive barbie one else could played stereotypical barbie margot robbie ryan goslingwow man soooooo much ken,0.16830808080808082,neutral
Barbie,honestly ryan goslingâs ken stole show surprised thought interesting given barbie âcheeky yet existentialâ lot fun seeing theater first time awhile genuinely laughing loud new movie wasnât_that_deep donât think needed main criticism tried get deep near end felt like trying force make something wasnât âitâs barbieâs dream house kenâs dream houseâ âbarbie great day every day ken great day barbie look himâ,0.3271561771561772,positive
Barbie,la pelicula e super buena,0.3333333333333333,positive
Barbie,look alright people ranted wonderful thought provoking probably would liked element dystopian kid movie dance battle fun think much could done something better weird barbie wanting accepted feminism 101 anyone still need,0.35000000000000003,positive
Barbie,funny vibe,0.25,positive
Barbie,pretty boring supposed comedy memorable joke like set design costume,-0.08333333333333333,neutral
Barbie,genius film lie willingness set failure allows selfreferential metatextual joyfully funny set goal high meet confident aplomb whilst willing criticised wish never trying brilliantly cast superbly written directed great song performance heart big enough embrace anyone allow embraced whilst challenged p daughter requested add loved learned men think run everything,0.38575757575757574,positive
Barbie,whoever looked margot robbie told put pink dress flip car movie amazing living earth hope pillow cold side sleep tonight rest hopefully long lived life fact movie influenced everyone theatre dress pink mean literally everyone make would tear light made get sent milky way sent back earth swinging like whomping willow harry potter movie chant summoning circle old ragged barbie doll came life never,-0.006944444444444429,neutral
Barbie,wellwritten perfectly acted hilariously great timely story masterfully brings plight woman even 21st century light huge spotlight gosling ken perfect,0.6571428571428571,positive
Barbie,pride eclectic taste cinema movie awful could find one thing worth time world lost mind itâs campy funny quirky promotes woman men anything super silly cringy stupid,-0.20238095238095236,negative
Barbie,matriarcalse encarga de poner la mujeres en los alto cargo quitar los hombresmarginarlosdemonizarlos completamente daãino para los niãos adolescentesbuenos recursoshorrible idea,0.0,neutral
Barbie,visuell ist dieser film ein absolute brett und vor allem die song machen freude beim zusehen ein pluspunkt gibt e auch fã¼r seine originalitãt viele witze sind gut getimed und sitzen und die schauspieler machen einen ordentlichen job leider wird vor allem gegen ende zu viel geredet und zu wenig gezeigt anstatt die zu vermittelnde message organisch die geschichte einzuweben wird einem alles form von sehr direkten dialogen um die ohren gehauen der plot sich ist ordnung aber leider auch nicht mehr,0.2,neutral
Barbie,worst movie ever seen life,-1.0,negative
Barbie,movie unoriginal predictable funny iâve seen legally blonde meet enchanted meet clueless itâs,-0.037500000000000006,neutral
Barbie,hype thought would amazing movie definitely good watch course good message however feel everything put across perfectly felt message mark rewatching maybe updating review feel good definitely hyped missed mark,0.6166666666666667,positive
Barbie,everything connected aesthetic perfection ending also great guess reason giving 5 star fact everyone around told would super incredible message end really put expectation world message didnât raise expectation itâs good movie breath nostalgia,0.5866666666666667,positive
Barbie,celebration girlhood see movie celebration girlhood seen world since movie released worth five star alone,0.3,positive
Barbie,movie really good hope direct liveaction barbie 2 movie,0.39999999999999997,positive
Barbie,found whole thing little silly understood back meaning much,-0.057499999999999996,neutral
Barbie,fan toy movie pretty good,0.475,positive
Barbie,liked movie left something desired subject covered important well transmitted film little boring,-0.05902777777777777,neutral
Barbie,occasionally feel like could 4dchess level clever satire 2nd half culminating series terrible empowerment speech clearly reveals opposite true extra halfstar hellen mirren though ð p removed star rating unverified user review list even bother visiting long since irrelevant site anyway ð,-0.1,neutral
Barbie,barbie movie legit cringe margot robbie team idea like leave kenâs alone john cena shortest role ever also made ferrell look bad toenail clipping 2002 oppenheimer destroyed guy honestly movie main reason ferrell maxime le mal despicable 4 p people like margot robbie toe kind stupid opinion,-0.026666666666666637,neutral
Barbie,ken cool pretty much 610,0.26666666666666666,positive
Barbie,get hype excited heard coming fell flat potential great film huge letdown,0.31,positive
Barbie,went blindly thinking like surprised say least movie quirky set rad acting top notch loved,0.07142857142857142,neutral
Barbie,movie make cry multiple time itâs really good movie,0.35,positive
Barbie,got say storytelling top notch really donât know audience movie supposed apparently everyone,0.25,positive
Barbie,pleasantly surprised film went low expectation came loving film great story message margot robbie barbie ððððððð,0.375,positive
Barbie,feel like 5 different movie every 2 minute feel like donât know going movie besides movie good time iâm boy didnât grow barbies 35 start 6610,0.35,positive
Barbie,cute barbie blond hair,0.5,positive
Barbie,bieng perfect sometimes mess lovely,0.44166666666666665,positive
Barbie,happy movie show u step choice necessary life great person like movie,0.5333333333333333,positive
Barbie,har skip forward several time puke,0.0,neutral
Barbie,saw barbie theater five time even word describe love movie,0.5,positive
Barbie,kenoughðïðïðððïðïðððð,0.0,neutral
Barbie,great movie think could better way show selfdiscovery process felt little rushedi felt could keep happening movie worst part actual plot think little scrap story put together,-0.012499999999999992,neutral
Barbie,se perdieron muchos chistes del inglãs al espaãold,0.0,neutral
Barbie,might movie went see multiple time theater friend know people rewatched three seven time definitely cultural event year honestly itâs amazing rewatch value come great social commentary beautiful pastel aesthetic topnotch soundtrack acting main cast great margot robbie america ferrera really enraptured acting,0.3458333333333334,positive
Barbie,bom filme acho que deixa bem claro quanto patriarcado ã contagiante,0.0,neutral
Barbie,saw cinema like 1 time barbie blu ray canada saw theatre movie vomit ð give 2 10 cineplex cinema queensway theatre vip like amazon prime video,0.0,neutral
Barbie,ryan gosling performance tremendous least someone gave movie meaning award well deserved ð,0.016666666666666663,neutral
Barbie,dragged tiny bit really thought first hour incredible,0.3375,positive
Barbie,nice background set plot bit predictable skipped lot tension,0.19999999999999998,neutral
Barbie,barbies aggressively pink initially cringeworthy approach may visually unappetizing viewer surprisingly emotional nuanced story help propel greta gerwigs plastic comedy high others toy aisle,-0.148,neutral
Barbie,entertaining movie glitter mariah carey,0.5,positive
Barbie,watched wife u wish regretted decision boring understatement plot awful called name would huge flop film studio success came called barbie,-0.32499999999999996,negative
Barbie,barbie best acknowledging plastic inspiration worst tried turn something profound movie based lot idea little way plot lead audience organically conclusion main character always leaping visual gag top notch felt scattered throughout otherwise overly serious film,0.028645833333333336,neutral
Barbie,personally loved movie feel like lot people rated one two star overlooked actual meaning movie majority probably even understand begin honest exactly expected overall still love,0.28333333333333327,positive
Barbie,enserio pudo ser mucho mucho mejor,0.0,neutral
Barbie,gave movie chance boy regret movie stupid special effect look bad background barbie land donât watch film,-0.3809523809523809,negative
Barbie,probably rewatch ever better expected,0.2,neutral
Barbie,two star liked first 20 minute glad pay theater,0.45,positive
Barbie,acting good visuals great story absolute dogshit boring af also weird hell dawg,0.033333333333333326,neutral
Barbie,triumph robbie rock gosling ken,0.0,neutral
Barbie,want money back seriously bad selling alot ticket make good movie successful one yes dodge caravan sale good yet still bad nonetheless,0.12500000000000006,neutral
Barbie,juvenile core,-0.25,negative
Barbie,turned good movie show problem today since movie much criticized thought would worse fact turned well definitely worth watching,0.19999999999999996,neutral
Barbie,great film female empowerment casting superb except ryan gosling look like ken ken played justin hartley ryan reynolds nostalgic film gen x grew barbies,0.325,positive
Barbie,movie huge disappointment reminded failed flinstones movie story translate big screen animation might worked live action doll set boring gf excited watch also wanted stop halfway gosling clipped wing movie robbie much work high rating movie one head scratching ever seen,-0.07286363636363637,neutral
Barbie,hesitant watch seen 3 4 time decent movie better time watchso entertaining great acting best performance america ferrera seen also girl play daughter,0.49444444444444446,positive
Barbie,sooooooo good anyone hasnât watched,0.7,positive
Barbie,laugh one time maybe cracked smile twice something kate said weird cringey entertaining,0.15,neutral
Barbie,loved would watch,0.7,positive
Barbie,loved movie much went go see best friend movie one cry big crier beautiful movie absolute 1010 hesitation,0.4916666666666667,positive
Barbie,perfect havenât laughed hard theater possibly ever life loved feel perfect casting excellent performance set costume love love love,0.5608333333333333,positive
Barbie,bad movie massively benefited hype making highly overrated america ferrera acted well scene,-0.17999999999999994,neutral
Barbie,faltã³ mãs de allan,0.0,neutral
Barbie,ok friend let u take rose coloured glass everyone jumped peergroup socially motivated commentary reality pretty average movie perhaps came needed emotional sugar fix ultimately movie pointless basically groundhog day meet lego movie far superior ironically self defeating movie along line lisa simpson creating doll one child thousand connected two best thing movie production design spectacular direction cinematography good conversely cartoon graphic counterproductive realworld aspect best thing margot robbies plasticity alone best part movie resolute commitment portraying plastic entity sublimely brilliant throughout entire movie obvious subtle great,0.35476190476190483,positive
Barbie,glad movie exists message morality tale feel need ever watch found cringey,0.5,positive
Barbie,bad film itâs plot kind bad ending good itâs ok guess 610,0.08000000000000004,neutral
Barbie,one worst movie ever seen played old tired clicheed trope inconsistent strange fantastical world rule ended missing mark worst acting seen several good actor ken sole bright spot even played dumbed character hard watch time,-0.12013888888888889,neutral
Barbie,worst movie ever seen,-1.0,negative
Barbie,laugh ryan gosling ferrells part ironically lack original storytelling meaningless dancing scene cliched social opinion,0.05208333333333334,neutral
Barbie,complicated confusing boring unnecessarily complex pathetically challenging stereotype within framework childrenâs movie mess,-0.29583333333333334,negative
Barbie,really enjoyed first time around much second donât know,0.25,positive
Barbie,well two hour life ill never get back felt like 20 hit head obvious message lame dialogue put dance sequence long uninspired song make time understand movie would appeal anyone brain worth nice graphic,-0.07222222222222223,neutral
Barbie,thought going summer popcorn movie wrong count really enjoyed movie thought would great message movie,0.26666666666666666,positive
Barbie,incredibly bad hurt intelligence,-0.6999999999999998,negative
Barbie,love movie amaziingg aaaaaaa love much,0.39999999999999997,positive
Barbie,greta gerwig great job cast perfect,0.9,positive
Barbie,masterpiece start finish greta gerwig really knocked park making wellknown controversial figure like barbie become relatable especially today world film slice cake everyone okay film meant viewer always childlike view afraid express,0.13,neutral
Barbie,light clichãd comedy often take seriously conveys message overly paternalistic speech,0.033333333333333354,neutral
Barbie,charlmless condescending elitist psyop greta gerwig story succeed business without really trying,0.2,neutral
Barbie,significantly deeper film seems like incredibly wellacted amazing set great story message hilarious bit keep everyone entertained mustwatch,0.635,positive
Barbie,absolute drivel people think good film gone insane,-0.03333333333333336,neutral
Barbie,expected judge,-0.1,neutral
Barbie,fun enjoyed watching movie,0.4,positive
Barbie,super boring slept like baby watching,-0.33333333333333337,negative
Barbie,filme ã incrãvel filme ã engraãado divertido e passa uma mensagem muito importante para publico,0.0,neutral
Barbie,worst film displeasure watching wife agreed appalling nothing redeem worst possible production could imagine nightmare,-0.5875,negative
Barbie,ãºnico ponto negativo que eu poderia dizer ã que crãticas mostradas filme não são aprofundadas ma ã um filme da barbie e não devemos esperar algo muito uau nesse quesito da forma que filme poderia apresentar muito ã³bvia e escancarada ele fez e com perfeiãão chorei trãªs vezes filme toca assuntos sensãveis para seu pãºblico alvo moãas e mulheres que cresceram com boneca como complicaããµes e incongruãªncias da vida da mulheres diariamente na sociedade e lembranãas com prã³pria boneca si barbie chamando senhora de linda foi tudo quando sacha falou algo como sua aparãªncia causa inseguranãa na meninas foi simplesmente para trazer ã tona assunto que o produtores quiseram trazer nenhuma crianãa fica se comparando com bonecas que possuem se assistirmos depois forum do cinema não teria mesma magia jã que parte incrãvel disso tudo foi marketing nostãlgico e olhar para o lados no shopping e ver diversas pessoas vestindo suas roupas rosa fiquei muito contente com resultado final filme essa ã minha boneca,0.0,neutral
Barbie,enjoyed time barbie although may cheesy time joke landed ken standout movie hey barbie really meant take seriously,-0.033333333333333326,neutral
Barbie,hard watch superficial movie devoid real emotion perhaps target audience fancied watching something fun fresh saw good rating plus fan greta gerwig thought id give try jarring headache movie start positive set design fun vibrant several imaginative turn typical gerwigs style offered delightful surprise along way performance ryan gosling kate mckinnon margot robbie ferrell also helped movie become little bearable positive end felt bit ill watching film devoid real substance style dialogue become symptomatic bad modern movie overly theatrical every scene felt like forcefed message one kind another seemed insurmountable divide sex throughout movie real resolution offered barely connection sex mostly smug kind war sure anyone would benefit watching movie would recommend film anyone,0.17871773288439957,neutral
Barbie,movie well watched nothing soundtrack ok ugh,0.5,positive
Barbie,overrated definitely worth seeing unless kid,0.3,positive
Barbie,la primera vez que vi la pelãcula dejo frão con sentimientos encontrados abstuve de dar una declaraciã³n clara de mi opiniã³n acerca de esta pelãcula esperã por una segunda oportunidad bendito dios con ayuda de una botella de gran matatlãn logre conectar con todo quede con una hermosa experiencia de lo que significa ser un humano con lo ãºnico que conecte fue con el baile de los ken,0.0,neutral
Barbie,weirdly amazing ken arc perfect plotlines story brilliant music flow movie entertaining hell,0.75,positive
Barbie,movie much potential sadly one worst movie ever seen,-0.5,negative
Barbie,one worst movie ever made,-1.0,negative
Barbie,watched mattel guy nailed brilliant absolutely brilliant amazing one best movie ever seen gave million x million goosebump anyone ever received barbie doll movie made mattel managed touch every single thought little girl playing barbie huge dollhouse ruth mattel usual coming bonus grab tissue girl thank,0.4113839285714286,positive
Barbie,utter garbage nothing else,0.0,neutral
Barbie,much fundefinitely weirdest summer blockbuster many year mean good way,0.271875,positive
Barbie,feeling whining mosquito ear keep returning swatting continued throughout film rather low budget commercial,0.0,neutral
Barbie,much better movie right lot inventiveness quite hold second viewing though ending really seem notice acknowledge irony presenting,0.24642857142857144,positive
Barbie,one star margot,0.0,neutral
Barbie,honestly understand movie got high rating sat 2 hour pure boredom smile laugh throughout whole movie skeptical rt audience score let single funny moment throughout story weird many cringe moment overall bad movie make mistake waste 2 hour get back,0.03685714285714286,neutral
Barbie,totally confused people see clearly cheap make film without margot robbie helen mirren narrator would even worse,-0.13333333333333333,neutral
Barbie,waste 2 hour tried kid movie adult movie failed,-0.19999999999999998,neutral
Barbie,awful believe positive review fake artificially hyped unoriginal garbage logic bad acting,-0.39610389610389607,negative
Barbie,family really looking forward pink mess stared fine actually good went completely dealing every issue equality society rather nice story family could enjoy come feeling fun film came away even kid like rubbish like thing word quote watching put something nice go bed say feeling like waisted entire evening big deal kid well u 3 10 feel fair trailer best bit,0.33869047619047615,positive
Barbie,overrated movie ever seen waste time never,-0.2,negative
Barbie,follow hype watched today first time disappointed contrary great movie visually stunning well written definitely mustsee people yet,0.16,neutral
Barbie,bought immediately seeing,0.0,neutral
Barbie,loved movie,0.7,positive
Barbie,imagine might appeal 8 year old girl however anyone 8 year old girl painful untrue possibly longest 1hr 50 odd minute mind numbing pain ever experienced,0.022222222222222237,neutral
Barbie,boring good,-0.15000000000000002,neutral
Barbie,cup tea bland corny,-0.16666666666666666,neutral
Barbie,filme ok absolutamente nada demais,0.5,positive
Barbie,great moment performance strong movie little kid fan doll might like though,0.34861111111111115,positive
Barbie,surprising movie say ever saw coming knew mattel would one address american society biggest issue going genuinely thought would live action movie kid barbie gave first backhanded line ever feel like dying,0.2643939393939394,positive
Barbie,terrible could finish entertaining funny kind decent plot bunch weirdo running around making sense think ryan gosling good job dumb ken,0.12023809523809523,neutral
Barbie,worst scripted movie ever dumb first minute could take anymore switched oppenheimer flight,-0.375,negative
Barbie,appreciated movie honestly make movie barbie really story worked margot robbie far best actress play barbie made laugh couple time honestly expecting loathe saw clear mind bad billie eilishs song also great,0.32,positive
Barbie,beautiful sweet feminine made weep,0.6,positive
Barbie,great chick flick âââ,0.8,positive
Barbie,love movie itâs funny itâs ridiculous itâs fun great music actually good message donât know could enjoy movie,0.3738095238095238,positive
Barbie,ryan gosling said kenin time kenned place collectively shat came screen he literally oh margot great guess,0.8,positive
Barbie,watch made,0.0,neutral
Barbie,living hype mattel could played safe ip glad,0.5,positive
Barbie,quite funny upbeat find greta gerwigs directing style really cup tea liked song message humor kind struggling wether childrens movie adult movie good watch time month watching wonka id say quite similar aspect thanks 3,0.33125000000000004,positive
Barbie,understand missed turned halfway thought dumb need made,-0.375,negative
Barbie,refreshing movie fresh plot original story,0.39166666666666666,positive
Barbie,funny see criticize marketing,0.25,positive
Barbie,actually fantastic movie,0.4,positive
Barbie,female excellence rollercoaster emotion,0.0,neutral
Barbie,mulher pelada pelada pelada pelada pelada,0.0,neutral
Barbie,yes win really loved movie honestly look story character amazing,0.675,positive
Barbie,good movie love story barbie,0.6,positive
Barbie,watched month ago movie theater funny also made mad good way little romance enough make perfect movie ð,0.18958333333333333,neutral
Barbie,liked margot robbies foot hot ken,0.425,positive
Barbie,sure hype surreal representation society cup tea,0.375,positive
Barbie,solo espero que mattel siga licenciando ma pelãculas animadas para que asã no olvidemos de este liveaction,0.0,neutral
Barbie,oscar worthy silly,-0.08333333333333334,neutral
Barbie,bad many way almost impressive bad film,0.025000000000000078,neutral
